순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
1139,264665,1613000 1741000,"국토교통부,행정안전부",11788,국토교통부와 그 소속기관 직제,20240806,제34792호,20240806,A0007,대통령령,33010000,第1章 行政組織·通則
1140,264749,1613000,국토교통부,11804,국토교통부와 그 소속기관 직제 시행규칙,20240806,제1374호,20240806,A0103,국토교통부령,33010000,第1章 行政組織·通則
1266,264609,1290000,국방부,3026,군인사법 시행령,20240806,제34789호,20241001,A0007,대통령령,13020101,第1款 通 則
1275,264613,1290000,국방부,12591,군인의 지위 및 복무에 관한 기본법 시행령,20240806,제34791호,20240807,A0007,대통령령,13020101,第1款 通 則
1357,264697,1741000,행정안전부,10812,급경사지 재해예방에 관한 법률 시행령,20240806,제34794호,20240814,A0007,대통령령,12030000,第3章 災難管理
1397,264741,1613000,국토교통부,9948,기업도시개발 특별법 시행령,20240806,제34813호,20240814,A0007,대통령령,33030300,第3節 都市開發
1660,264743,1613000,국토교통부,14717,달빛철도 건설을 위한 특별법 시행령,20240806,제34814호,20240814,A0007,대통령령,41030100,第1節 鐵道運送
1879,264701,1830000,국가보훈부,3438,독립유공자예우에 관한 법률 시행령,20240806,제34799호,20240814,A0007,대통령령,15020000,第2章 國家報勳
1885,264745,1130000,공정거래위원회,3440,독점규제 및 공정거래에 관한 법률 시행령,20240806,제34815호,20240807,A0007,대통령령,19090100,第1節 物價·公正去來·消費者保護
1927,264685,1430000,특허청,4498,디자인보호법 시행령,20240806,제34808호,20240807,A0007,대통령령,30030000,第3章 意匠·商標
2124,264681,1430000,특허청,3563,발명진흥법 시행령,20240806,제34808호,20240807,A0007,대통령령,30010000,第1章 行政組織·通則
2132,264601,1721000,과학기술정보통신부,9518,방사선 및 방사성동위원소 이용진흥법 시행령,20240806,제34788호,20240814,A0007,대통령령,18030000,第3章 原子力
2324,264713,1352000 1790387,"보건복지부,질병관리청",9137,보건의료기본법 시행령,20240806,제34810호,20240807,A0007,대통령령,36010000,第1章 行政組織·通則
2347,264719,1160100,금융위원회,12670,보험사기방지 특별법 시행령,20240806,제34816호,20240814,A0007,대통령령,23060000,第6章 保 險
2364,264703,1830000,국가보훈부,11642,보훈보상대상자 지원에 관한 법률 시행령,20240806,제34800호,20240814,A0007,대통령령,15020000,第2章 國家報勳
2566,264775,1400000,산림청,10317,산림자원의 조성 및 관리에 관한 법률 시행규칙,20240806,제679호,20240806,A0101,농림축산식품부령,26020000,第2章 山 林
2612,264691,1430000,특허청,14716,산업재산 정보의 관리 및 활용 촉진에 관한 법률 시행령,20240806,제34809호,20240807,A0007,대통령령,30010000,第1章 行政組織·通則
2726,264711,1450000,산업통상자원부,3873,석유 및 석유대체연료 사업법 시행령,20240806,제34807호,20240807,A0007,대통령령,31030300,第3節 石 油
2857,264671,1661000,소방청,11682,소방공무원 보건안전 및 복지 기본법 시행령,20240806,제34797호,20240814,A0007,대통령령,12020200,第2節 消防公務員
2912,264737,1450000,산업통상자원부,9204,소재ㆍ부품ㆍ장비산업 경쟁력 강화 및 공급망 안정화를 위한 특별조치법 시행령,20240806,제34809호,20240807,A0007,대통령령,28050000,第5章 工 業
2920,264699,1741000,행정안전부,3990,소하천정비법 시행령,20240806,제34795호,20240814,A0007,대통령령,35020300,第3節 公有水面
3132,264687,1430000,특허청,4119,실용신안법 시행령,20240806,제34808호,20240807,A0007,대통령령,30020000,第2章 特許·實用新案
3184,264705,1371000,문화체육관광부,13766,애니메이션산업 진흥에 관한 법률 시행령,20240806,제34802호,20240814,A0007,대통령령,17040100,第1節 言論·出版
3263,264679,1450000,산업통상자원부,13140,에너지산업융복합단지의 지정 및 육성에 관한 특별법 시행령,20240806,제34805호,20240807,A0007,대통령령,31020000,第2章 에너지利用
3343,264597,1342000,교육부,4216,영유아보육법 시행령,20240806,제34786호,20240814,A0007,대통령령,38050000,第5章 兒童·老人·障碍者·母子福祉
3488,264747,1471000,식품의약품안전처,13104,위생용품 관리법 시행령,20240806,제34817호,20240807,A0007,대통령령,36020200,第2節 公衆衛生
3692,264717,1492000,고용노동부,4551,임금채권보장법 시행령,20240806,제34812호,20240807,A0007,대통령령,40030000,第3章 勤勞基準
3693,264777,1492000,고용노동부,7898,임금채권보장법 시행규칙,20240806,제423호,20240807,A0097,고용노동부령,40030000,第3章 勤勞基準
3800,264715,1352000,보건복지부,3468,장사 등에 관한 법률 시행령,20240806,제34811호,20240807,A0007,대통령령,36020200,第2節 公衆衛生
3937,264709,1450000,산업통상자원부,4692,전기사업법 시행령,20240806,제34806호,20240807,A0007,대통령령,32020000,第2章 電 氣
3957,264603,1290000,국방부,14714,전략사령부령,20240806,제34789호,20241001,A0007,대통령령,13010000,第1章 行政組織·通則
4502,264669,1320000,경찰청,5159,집회 및 시위에 관한 법률 시행령,20240806,제34796호,20240806,A0007,대통령령,11040000,第4章 警備·防護
4755,264689,1430000,특허청,5343,특허법 시행령,20240806,제34808호,20240807,A0007,대통령령,30020000,第2章 特許·實用新案
5033,264611,1290000,국방부,5502,합동참모본부 직제,20240806,제34789호,20241001,A0007,대통령령,13010000,第1章 行政組織·通則
5142,264695,1192000 1741000,"해양수산부,행정안전부",11790,해양수산부와 그 소속기관 직제,20240806,제34793호,20240806,A0007,대통령령,27010000,第1章 行政組織·通則
5143,264779,1192000,해양수산부,11817,해양수산부와 그 소속기관 직제 시행규칙,20240806,제690호,20240806,A0071,해양수산부령,27010000,第1章 行政組織·通則
4184,264731,1613000,국토교통부,8242,주택법 시행규칙,20240802,제1373호,20240802,A0103,국토교통부령,34020000,第2章 住 宅
3422,264723,1721000,과학기술정보통신부,11883,우정사업본부 직제 시행규칙,20240801,제130호,20240801,A0106,과학기술정보통신부령,43010000,第1章 行政組織·通則
654,264589,1051000,기획재정부,6392,관세법 시행규칙,20240731,제1078호,20240731,A0035,기획재정부령,21020000,第2章 關 稅
1358,264633,1741000,행정안전부,10818,급경사지 재해예방에 관한 법률 시행규칙,20240731,제502호,20240731,A0107,행정안전부령,12030000,第3章 災難管理
1594,264591,1192000 1543000,"농림축산식품부,해양수산부",6989,농어촌정비법 시행규칙,20240731,제678호,20240731,A0101,농림축산식품부령,24020000,第2章 農 地
3218,264655,1320000 1342000 1352000 1613000,"경찰청,교육부,국토교통부,보건복지부",11331,어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙,20240731,제1370호,20240731,A0103,국토교통부령,11060000,第6章 交 通
3717,264657,1613000,국토교통부,7928,자동차관리법 시행규칙,20240731,제1372호,20240731,A0103,국토교통부령,41060200,第2節 自動車管理
3815,264659,1613000,국토교통부,11685,장애인ㆍ고령자 등 주거약자 지원에 관한 법률 시행규칙,20240731,제1371호,20240731,A0103,국토교통부령,34020000,第2章 住 宅
2,264477,1371000,문화체육관광부,10831,10ㆍ27법난 피해자의 명예회복 등에 관한 법률 시행령,20240730,제34785호,20240730,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
14,264479,1290000,국방부,9990,1959년 12월 31일 이전에 퇴직한 군인의 퇴직급여금지급에 관한 특별법 시행령,20240730,제34785호,20240730,A0007,대통령령,13020105,第5款 年金·保險·共濟會
38,264481,1741000,행정안전부,2543,5ㆍ18민주화운동 관련자 보상 등에 관한 법률 시행령,20240730,제34785호,20240730,A0007,대통령령,8010000,第1章 民 法
93,264433,1480000,환경부,10527,가축분뇨의 관리 및 이용에 관한 법률 시행령,20240730,제34773호,20240730,A0007,대통령령,39030000,第3章 廢棄物管理
190,264559,1613000,국토교통부,6174,건설기계관리법 시행규칙,20240730,제1369호,20240730,A0103,국토교통부령,35040200,第2節 建設機械管理
219,264483,1613000,국토교통부,2118,건축법 시행령,20240730,제34785호,20240730,A0007,대통령령,34030000,第3章 建 築
327,264459,1320000 1532000,"경찰청,해양경찰청",14703,경찰착용기록장치 운영 등에 관한 규정,20240730,제34766호,20240731,A0007,대통령령,11030300,第3節 服務·敎育訓練
394,264485,1613000,국토교통부,2252,골재채취법 시행령,20240730,제34785호,20240730,A0007,대통령령,35040100,第1節 建設業
534,264451,1140100,국민권익위원회,11473,공익신고자 보호법 시행령,20240730,제34783호,20240807,A0007,대통령령,4020000,第2章 行政作用一般
732,264411,1342000,교육부,12799,교육환경 보호에 관한 법률 시행령,20240730,제34758호,20240730,A0007,대통령령,16030000,第3章 學校保健
998,264461,1371000,문화체육관광부,2845,국민체육진흥법 시행령,20240730,제34768호,20241031,A0007,대통령령,16070000,第7章 體育·靑少年育成
999,264619,1371000,문화체육관광부,6720,국민체육진흥법 시행규칙,20240730,제561호,20240730,A0046,문화체육관광부령,16070000,第7章 體育·靑少年育成
1241,264487,1290000,국방부,13889,군용비행장ㆍ군사격장 소음 방지 및 피해 보상에 관한 법률 시행령,20240730,제34785호,20240730,A0007,대통령령,13050000,第5章 軍事保安·軍事施設
1242,264567,1290000,국방부,13898,군용비행장ㆍ군사격장 소음 방지 및 피해 보상에 관한 법률 시행규칙,20240730,제1159호,20240730,A0033,국방부령,13050000,第5章 軍事保安·軍事施設
1304,264445,1421000,중소벤처기업부,9762,규제자유특구 및 지역특화발전특구에 관한 규제특례법 시행령,20240730,제34778호,20240807,A0007,대통령령,10060000,第6章 地域開發
1393,264471,1160100,금융위원회,12026,기업구조조정 촉진법 시행령,20240730,제34780호,20240730,A0007,대통령령,23040000,第4章 金融機關·金融業
1651,264427,1371000,문화체육관광부,9575,뉴스통신 진흥에 관한 법률 시행령,20240730,제34767호,20240730,A0007,대통령령,17040100,第1節 言論·出版
1700,264489,1160100,금융위원회,9365,대부업 등의 등록 및 금융이용자 보호에 관한 법률 시행령,20240730,제34785호,20240730,A0007,대통령령,23040000,第4章 金融機關·金融業
1822,264437,1613000,국토교통부,14203,도시 공업지역의 관리 및 활성화에 관한 특별법 시행령,20240730,제34774호,20240807,A0007,대통령령,33030100,第1節 都市計劃
1845,264439,1613000,국토교통부,11942,도시재생 활성화 및 지원에 관한 특별법 시행령,20240730,제34774호,20240807,A0007,대통령령,33030300,第3節 都市開發
2100,264493,1741000,행정안전부,3549,민주화운동관련자 명예회복 및 보상 등에 관한 법률 시행령,20240730,제34785호,20240730,A0007,대통령령,8010000,第1章 民 法
2164,264585,1290000 1690000,"국방부,방위사업청",14012,방위산업 발전 및 지원에 관한 법률 시행규칙,20240730,제1160호,20240809,A0033,국방부령,13040000,第4章 軍需·財務
2401,264495,1741000,행정안전부,11937,부마민주항쟁 관련자의 명예회복 및 보상 등에 관한 법률 시행령,20240730,제34785호,20240730,A0007,대통령령,8010000,第1章 民 法
2416,264453,1140100,국민권익위원회,9258,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,20240730,제34784호,20240814,A0007,대통령령,5010000,第1章 通 則
2465,264623,1320000,경찰청,7310,사격 및 사격장 안전관리에 관한 법률 시행규칙,20240730,제505호,20240730,A0107,행정안전부령,11050000,第5章 保 安
